R1;R2;R3;R4;R5;label
0.04;0.14;0.54;1.47;3.68;4
0.02;0.05;0.23;1.0;3.82;4
0.03;0.16;0.51;1.67;6.37;4
0.05;0.15;0.58;1.94;5.34;4
0.01;0.12;0.65;2.0;5.82;4
0.02;0.08;0.48;1.86;5.8;4
0.03;0.09;0.28;1.07;4.47;4
0.07;0.18;0.51;1.39;4.76;4
0.05;0.13;0.42;1.85;7.66;4
0.01;0.09;0.38;1.72;7.54;4
0.04;0.12;0.41;1.02;3.1;4
0.02;0.07;0.42;1.62;4.87;4
0.02;0.1;0.3;1.61;7.58;4
0.0;0.13;0.55;1.84;5.24;4
0.01;0.07;0.31;1.06;3.92;4
0.02;0.1;0.41;1.88;6.92;4
0.03;0.14;0.48;1.88;5.91;4
0.05;0.11;0.49;1.79;5.8;4
0.02;0.15;0.57;1.84;7.51;4
0.03;0.14;0.44;1.73;5.5;4
0.03;0.13;0.45;1.66;5.01;4
0.02;0.08;0.43;1.81;5.48;4
0.03;0.1;0.57;2.05;7.45;4
0.01;0.05;0.34;1.82;6.62;4
0.02;0.1;0.55;1.92;6.17;4
0.0;0.14;0.59;1.92;5.92;4
0.03;0.17;0.56;2.15;6.89;4
0.04;0.08;0.34;1.23;3.66;4
0.05;0.15;0.35;0.84;2.69;4
0.01;0.12;0.51;1.9;7.11;4
0.03;0.09;0.35;1.76;7.62;4
0.03;0.16;0.48;1.92;7.82;4
0.02;0.13;0.39;1.4;4.85;4
0.03;0.12;0.39;1.19;3.44;4
0.03;0.12;0.38;1.28;4.55;4
0.03;0.12;0.51;1.63;4.91;4
0.01;0.08;0.5;1.82;5.65;4
0.02;0.09;0.4;1.69;6.94;4
0.03;0.23;0.58;1.56;3.89;4
0.02;0.1;0.4;1.38;3.46;4
0.03;0.09;0.43;1.5;4.84;4
0.04;0.11;0.46;1.92;6.61;4
0.02;0.12;0.59;1.47;3.84;4
0.03;0.21;0.49;1.39;4.76;4
0.02;0.05;0.41;1.83;6.84;4
0.02;0.11;0.47;1.52;5.43;4
0.03;0.14;0.39;1.36;4.1;4
0.03;0.12;0.47;1.79;5.26;4
0.04;0.12;0.44;1.64;7.01;4
0.06;0.1;0.45;1.8;5.66;4
0.03;0.09;0.43;1.52;5.13;4
0.01;0.1;0.46;1.8;7.28;4
0.02;0.07;0.34;1.28;3.84;4
0.01;0.1;0.41;1.73;7.53;4
0.07;0.17;0.48;1.48;4.97;4
0.04;0.2;0.51;1.98;7.79;4
0.0;0.08;0.46;2.06;6.71;4
0.02;0.08;0.44;1.59;4.56;4
0.03;0.09;0.39;1.92;7.36;4
0.03;0.17;0.48;1.39;4.37;4
0.04;0.16;0.49;1.5;3.84;4
0.01;0.07;0.38;1.69;4.25;4
0.01;0.11;0.43;1.74;5.13;4
0.07;0.12;0.46;1.8;7.57;4
0.05;0.14;0.35;0.87;2.72;4
0.03;0.07;0.24;1.04;3.88;4
0.04;0.18;0.58;1.97;5.28;4
0.07;0.17;0.67;1.92;5.68;4
0.01;0.1;0.35;1.17;3.19;4
0.03;0.13;0.52;1.65;4.58;4
0.02;0.14;0.5;1.72;4.13;4
0.04;0.17;0.58;1.99;7.42;4
0.04;0.12;0.44;1.72;5.38;4
0.02;0.07;0.23;0.95;4.22;4
0.04;0.13;0.43;1.92;7.31;4
0.03;0.13;0.4;1.89;5.86;4
0.02;0.07;0.44;1.86;7.48;4
0.08;0.2;0.42;1.4;4.78;4
0.03;0.13;0.55;1.13;3.21;4
0.02;0.08;0.33;1.15;4.62;4
0.05;0.18;0.53;2.21;6.51;4
0.06;0.12;0.55;2.08;7.54;4
0.02;0.09;0.44;1.97;7.63;4
0.01;0.12;0.39;1.85;6.76;4
0.02;0.13;0.51;1.93;7.72;4
0.04;0.16;0.51;1.7;6.85;4
0.0;0.11;0.49;1.93;6.84;4
0.03;0.13;0.48;1.81;7.61;4
0.04;0.16;0.61;1.73;4.43;4
0.04;0.13;0.48;1.93;7.51;4
0.03;0.06;0.41;1.28;3.56;4
0.02;0.05;0.27;0.88;2.62;4
0.01;0.07;0.45;1.32;4.14;4
0.03;0.11;0.5;2.03;6.21;4
0.02;0.13;0.47;1.48;3.91;4
0.01;0.1;0.47;2.23;5.86;4
0.02;0.19;0.58;1.91;7.31;4
0.01;0.06;0.24;0.86;3.02;4
0.02;0.12;0.5;1.67;5.03;4
0.01;0.11;0.63;1.82;5.5;4
0.02;0.13;0.36;1.18;4.25;4
0.03;0.16;0.44;1.2;3.35;4
0.02;0.08;0.37;1.77;6.2;4
0.02;0.19;0.61;2.2;7.17;4
0.03;0.14;0.39;1.19;4.32;4
0.01;0.09;0.41;1.73;7.34;4
0.02;0.11;0.59;2.01;6.76;4
0.06;0.17;0.38;0.9;2.73;4
0.01;0.05;0.2;0.95;3.42;4
0.01;0.1;0.41;1.7;5.7;4
0.01;0.07;0.28;0.98;4.07;4
0.02;0.07;0.39;1.84;7.35;4
0.02;0.14;0.38;1.86;7.55;4
0.03;0.09;0.6;1.82;4.69;4
0.02;0.11;0.39;1.3;3.48;4
0.03;0.15;0.44;1.03;3.07;4
0.03;0.04;0.2;0.52;2.18;4
0.03;0.07;0.38;1.29;4.3;4
0.03;0.08;0.28;1.05;3.94;4
0.04;0.08;0.39;1.71;5.41;4
0.03;0.07;0.55;2.09;6.94;4
0.03;0.06;0.36;1.94;6.23;4
0.03;0.08;0.47;1.74;6.18;4
0.01;0.06;0.31;1.02;3.22;4
0.03;0.11;0.52;1.52;4.32;4
0.03;0.09;0.2;0.99;3.81;4
0.03;0.15;0.53;1.79;7.33;4
0.04;0.16;0.61;1.92;5.94;4
0.02;0.17;0.65;1.72;4.4;4
0.03;0.16;0.5;1.66;5.42;4
0.02;0.1;0.42;2.09;6.26;4
0.01;0.08;0.53;1.99;7.11;4
0.02;0.14;0.51;1.94;6.27;4
0.02;0.11;0.42;1.77;6.16;4
0.06;0.13;0.41;1.05;3.01;4
0.03;0.14;0.53;1.67;6.39;4
0.0;0.07;0.35;1.78;6.66;4
0.05;0.17;0.47;1.18;3.27;4
0.03;0.13;0.43;1.75;5.33;4
0.0;0.05;0.26;1.06;4.1;4
0.03;0.17;0.56;2.09;7.52;4
0.06;0.17;0.53;1.56;3.88;4
0.05;0.09;0.31;1.74;7.57;4
0.03;0.06;0.41;1.24;4.59;4
0.05;0.11;0.39;1.79;7.57;4
0.07;0.21;0.47;1.45;5.01;4
0.03;0.13;0.59;2.14;7.48;4
0.05;0.09;0.54;2.15;6.8;4
0.02;0.12;0.5;1.55;4.76;4
0.02;0.16;0.56;2.09;5.99;4
0.04;0.1;0.48;1.64;5.52;4
0.03;0.13;0.51;1.55;5.2;4
0.02;0.13;0.48;1.97;6.9;4
0.03;0.14;0.57;2.17;6.56;4
0.04;0.18;0.62;1.63;4.07;4
0.02;0.16;0.57;1.73;5.45;4
0.03;0.13;0.6;1.99;5.9;4
0.01;0.08;0.36;1.71;5.07;4
0.02;0.1;0.48;2.03;5.51;4
0.03;0.13;0.32;1.24;4.26;4
0.02;0.1;0.51;1.56;4.15;4
0.07;0.19;0.66;2.03;5.44;4
0.02;0.18;0.67;2.02;5.85;4
0.02;0.13;0.59;1.94;5.54;4
0.04;0.13;0.33;0.94;2.8;4
0.04;0.19;0.56;2.0;7.52;4
0.04;0.12;0.53;2.0;7.51;4
0.04;0.09;0.51;2.15;6.94;4
0.0;0.07;0.17;0.96;3.26;4
0.03;0.09;0.4;1.14;3.89;4
0.04;0.14;0.42;1.53;4.45;4
0.04;0.1;0.46;1.92;7.47;4
0.04;0.13;0.29;1.0;4.01;4
0.01;0.08;0.4;1.3;4.52;4
0.03;0.16;0.4;1.69;7.55;4
0.02;0.08;0.26;1.13;3.65;4
0.03;0.1;0.47;1.45;4.94;4
0.01;0.08;0.47;1.17;4.39;4
0.03;0.15;0.48;1.62;4.8;4
0.02;0.11;0.46;1.71;4.33;4
0.02;0.09;0.41;1.12;4.27;4
0.03;0.09;0.36;1.26;4.32;4
0.02;0.16;0.5;1.6;5.28;4
0.02;0.12;0.47;1.95;4.88;4
0.07;0.21;0.48;2.1;5.53;4
0.04;0.2;0.51;2.04;7.71;4
0.04;0.1;0.39;2.08;6.09;4
0.04;0.21;0.5;1.97;5.6;4
0.04;0.15;0.44;1.04;2.98;4
0.02;0.19;0.56;2.11;6.44;4
0.03;0.07;0.38;1.81;7.28;4
0.01;0.12;0.4;1.18;4.18;4
0.03;0.11;0.55;2.13;6.71;4
0.04;0.09;0.4;1.86;7.37;4
0.09;0.16;0.48;1.4;4.71;4
0.03;0.07;0.27;1.09;3.95;4
0.03;0.12;0.4;1.28;4.54;4
0.03;0.11;0.46;1.73;6.19;4
0.01;0.08;0.35;1.06;4.05;4
0.03;0.13;0.44;1.65;5.02;4
0.02;0.17;0.44;1.86;5.95;4
0.01;0.06;0.22;1.03;3.59;4
0.04;0.22;0.62;2.06;5.76;4
0.01;0.06;0.23;0.81;2.46;4
0.03;0.15;0.56;2.02;7.53;4
0.01;0.11;0.54;2.14;6.3;4
0.02;0.11;0.44;1.53;3.89;4
0.02;0.13;0.44;1.72;5.22;4
0.05;0.2;0.65;1.97;5.35;4
0.01;0.08;0.35;1.79;7.16;4
0.06;0.15;0.49;2.08;5.49;4
0.02;0.08;0.37;1.69;7.52;4
0.02;0.12;0.44;1.3;4.62;4
0.03;0.15;0.43;1.23;4.22;4
0.01;0.06;0.35;1.23;4.29;4
0.03;0.09;0.36;1.36;4.02;4
0.05;0.19;0.55;1.99;7.56;4
0.04;0.09;0.35;1.14;4.23;4
0.03;0.1;0.41;1.83;7.54;4
0.06;0.17;0.59;2.13;6.68;4
0.05;0.13;0.52;1.14;3.2;4
0.01;0.06;0.4;1.76;6.39;4
0.03;0.13;0.4;1.87;5.76;4
0.03;0.12;0.47;2.1;5.82;4
0.06;0.16;0.41;1.59;5.52;4
0.02;0.09;0.22;0.8;2.29;4
0.04;0.15;0.58;1.69;4.22;4
0.03;0.11;0.43;1.83;7.12;4
0.06;0.19;0.52;1.53;3.81;4
0.02;0.1;0.39;1.9;6.22;4
0.03;0.1;0.57;2.04;7.0;4
0.01;0.11;0.49;1.84;5.74;4
0.01;0.18;0.51;1.99;7.62;4
0.04;0.19;0.57;1.95;5.82;4
0.03;0.17;0.55;1.75;4.79;4
0.01;0.08;0.28;0.95;2.57;4
0.05;0.14;0.48;1.55;4.51;4
0.04;0.11;0.4;1.77;7.56;4
0.01;0.09;0.37;1.76;7.41;4
0.06;0.11;0.53;2.0;7.74;4
0.04;0.13;0.48;1.71;4.87;4
0.04;0.1;0.51;2.29;6.39;4
0.01;0.06;0.46;1.62;5.63;4
0.07;0.22;0.49;1.74;4.69;4
0.05;0.15;0.51;1.78;6.0;4
0.01;0.06;0.34;1.89;7.87;4
0.03;0.13;0.52;2.04;7.46;4
0.06;0.13;0.46;1.9;7.69;4
0.04;0.12;0.38;1.8;7.4;4
0.03;0.07;0.42;1.85;4.67;4
0.04;0.14;0.41;1.82;6.9;4
0.03;0.15;0.44;1.88;7.33;4
0.03;0.12;0.43;2.09;6.33;4
0.04;0.13;0.31;1.08;4.36;4
0.01;0.14;0.5;1.65;5.3;4
0.05;0.16;0.37;1.18;4.41;4
0.03;0.14;0.56;1.88;4.62;4
0.06;0.19;0.61;2.05;5.99;4
0.01;0.06;0.24;0.95;3.79;4
0.01;0.06;0.33;1.74;6.74;4
0.03;0.13;0.47;1.62;5.4;4
0.04;0.15;0.48;1.84;5.85;4
0.01;0.11;0.5;1.9;5.84;4
0.0;0.1;0.48;1.47;5.33;4
0.07;0.19;0.49;2.03;6.64;4
0.01;0.05;0.35;1.64;7.67;4
0.02;0.11;0.58;1.91;5.31;4
0.04;0.18;0.45;1.36;4.87;4
0.03;0.15;0.45;1.79;5.77;4
0.02;0.11;0.47;1.91;7.24;4
0.01;0.1;0.48;1.44;4.83;4
0.01;0.05;0.26;1.05;3.51;4
0.06;0.17;0.52;1.98;7.81;4
0.02;0.13;0.59;1.7;5.12;4
0.02;0.09;0.35;1.2;4.52;4
0.02;0.1;0.58;2.05;6.67;4
0.04;0.09;0.3;1.69;7.57;4
0.01;0.11;0.5;1.71;4.06;4
0.03;0.15;0.65;1.91;5.89;4
0.07;0.18;0.7;1.98;5.4;4
0.04;0.15;0.47;1.97;7.32;4
0.06;0.15;0.5;2.01;6.36;4
0.01;0.07;0.31;1.81;6.54;4
0.07;0.16;0.5;2.02;6.9;4
0.05;0.16;0.52;1.65;5.23;4
0.02;0.13;0.45;2.1;5.28;4
0.03;0.15;0.41;1.76;7.63;4
0.04;0.09;0.44;1.56;4.81;4
0.02;0.05;0.36;1.31;4.49;4
0.04;0.14;0.54;1.42;3.63;4
0.03;0.13;0.44;1.31;4.58;4
0.07;0.2;0.55;1.59;5.01;4
0.01;0.05;0.3;0.9;3.57;4
0.04;0.13;0.41;0.96;2.93;4
0.01;0.14;0.33;0.92;2.97;4
0.04;0.13;0.52;2.08;7.4;4
0.03;0.07;0.23;1.16;4.5;4
0.03;0.1;0.45;1.78;6.03;4
0.04;0.09;0.29;1.02;3.96;4
0.03;0.1;0.57;1.59;5.15;4
0.04;0.11;0.47;1.46;5.21;4
0.04;0.16;0.57;2.0;7.27;4
0.02;0.11;0.42;1.59;5.32;4
0.01;0.11;0.44;1.44;4.58;4
0.05;0.18;0.44;1.64;5.51;4
0.04;0.11;0.4;1.69;6.82;4
0.01;0.04;0.19;0.94;3.18;4
0.0;0.05;0.33;1.75;7.54;4
0.02;0.1;0.46;1.44;5.0;4
0.05;0.1;0.28;1.21;3.31;4
0.02;0.14;0.43;1.55;4.75;4
0.01;0.13;0.45;1.84;7.19;4
0.05;0.19;0.55;1.94;5.85;4
0.05;0.14;0.5;1.83;6.19;4
0.04;0.09;0.43;1.54;5.03;4
0.0;0.13;0.28;1.04;3.34;4
0.0;0.06;0.32;1.35;4.33;4
0.05;0.18;0.63;1.93;5.39;4
0.03;0.13;0.39;1.48;4.8;4
0.04;0.11;0.46;1.93;7.17;4
0.07;0.12;0.38;1.24;4.5;4
0.04;0.1;0.42;1.36;4.19;4
0.03;0.1;0.55;1.93;5.8;4
0.03;0.08;0.49;1.95;7.76;4
0.03;0.1;0.43;1.79;4.73;4
0.03;0.12;0.62;1.88;7.53;4
0.05;0.13;0.47;1.75;5.37;4
0.01;0.13;0.44;1.26;3.56;4
0.02;0.06;0.37;1.24;4.47;4
0.0;0.03;0.3;1.1;3.72;4
0.01;0.08;0.51;1.92;5.71;4
0.04;0.09;0.42;1.84;4.78;4
0.09;0.19;0.67;1.96;5.22;4
0.02;0.08;0.27;0.8;2.78;4
0.02;0.1;0.3;0.83;2.76;4
0.03;0.09;0.49;1.4;4.86;4
0.03;0.07;0.26;1.27;4.67;4
0.02;0.14;0.36;1.83;7.79;4
0.01;0.08;0.51;1.72;5.57;4
0.02;0.12;0.4;1.78;7.46;4
0.04;0.19;0.61;1.97;5.78;4
0.03;0.11;0.45;1.77;5.49;4
0.02;0.08;0.25;1.02;4.55;4
0.02;0.13;0.39;1.67;5.37;4
0.01;0.04;0.2;0.95;3.57;4
0.04;0.12;0.34;1.25;3.98;4
0.04;0.12;0.69;2.23;6.8;4
0.02;0.07;0.26;1.12;3.67;4
0.05;0.1;0.25;0.99;3.74;4
0.06;0.12;0.4;1.67;7.22;4
0.01;0.08;0.38;1.83;5.45;4
0.0;0.07;0.44;1.89;7.26;4
0.05;0.13;0.48;1.78;5.01;4
0.03;0.13;0.57;1.88;7.18;4
0.01;0.07;0.44;1.89;6.94;4
0.04;0.13;0.37;0.85;2.87;4
0.01;0.07;0.38;1.24;4.03;4
0.04;0.15;0.58;1.89;6.04;4
0.04;0.16;0.49;1.66;6.55;4
0.02;0.09;0.5;1.69;5.56;4
0.06;0.21;0.5;2.09;5.55;4
0.03;0.12;0.48;1.96;4.54;4
0.02;0.18;0.59;1.84;5.12;4
0.04;0.15;0.51;1.61;5.19;4
0.03;0.14;0.45;1.94;7.22;4
0.02;0.1;0.59;2.05;7.53;4
0.02;0.08;0.38;1.19;3.37;4
0.04;0.16;0.48;1.61;4.62;4
0.01;0.08;0.36;1.34;4.13;4
0.03;0.05;0.32;1.21;4.39;4
0.0;0.08;0.45;1.79;7.15;4
0.01;0.11;0.54;2.02;6.7;4
0.03;0.16;0.54;2.06;7.43;4
0.07;0.16;0.57;1.5;3.83;4
0.08;0.17;0.62;2.07;6.01;4
0.01;0.14;0.42;1.18;4.34;4
0.04;0.12;0.5;1.53;4.26;4
0.02;0.08;0.49;1.77;5.68;4
0.06;0.19;0.63;1.97;5.86;4
0.06;0.21;0.61;2.12;7.26;4
0.0;0.11;0.47;1.61;4.82;4
0.01;0.12;0.48;1.79;5.65;4
0.03;0.11;0.46;1.41;4.95;4
0.01;0.08;0.43;1.46;4.21;4
0.02;0.15;0.48;1.36;3.54;4
0.0;0.09;0.52;1.88;7.09;4
0.06;0.15;0.52;2.02;6.88;4
0.06;0.21;0.58;2.03;7.26;4
0.02;0.1;0.29;1.19;3.6;4
0.04;0.12;0.41;1.76;5.39;4
0.03;0.15;0.51;2.01;7.32;4
0.05;0.12;0.45;1.05;2.97;4
0.03;0.12;0.31;1.19;3.66;4
0.01;0.16;0.51;2.06;6.93;4
0.02;0.1;0.48;1.93;7.63;4
0.03;0.11;0.49;1.91;6.94;4
0.02;0.07;0.51;1.89;7.65;4
0.03;0.1;0.64;2.01;7.17;4
0.02;0.13;0.57;1.98;6.99;4
0.01;0.15;0.56;1.59;5.01;4
0.07;0.2;0.57;2.08;7.29;4
0.03;0.13;0.45;1.71;5.45;4
0.02;0.1;0.55;2.04;7.48;4
0.04;0.12;0.54;1.42;3.57;4
0.08;0.16;0.51;1.46;5.0;4
0.03;0.12;0.4;1.0;2.83;4
0.04;0.14;0.49;1.53;4.33;4
0.03;0.11;0.47;1.39;5.05;4
0.02;0.11;0.43;1.72;4.67;4
0.02;0.11;0.6;2.08;7.22;4
0.07;0.18;0.4;1.35;4.64;4
0.02;0.12;0.42;1.9;7.58;4
0.05;0.13;0.41;1.17;3.45;4
0.02;0.11;0.33;1.15;4.6;4
0.02;0.13;0.42;1.46;5.14;4
0.02;0.08;0.25;0.9;3.03;4
0.03;0.11;0.48;1.77;5.41;4
0.02;0.15;0.58;1.82;4.56;4
0.03;0.11;0.53;1.1;3.2;4
0.02;0.13;0.42;1.46;4.39;4
0.01;0.09;0.32;1.12;3.2;4
0.06;0.14;0.48;1.72;4.9;4
0.06;0.19;0.49;1.86;7.42;4
0.02;0.08;0.54;1.51;5.16;4
0.02;0.12;0.57;2.21;7.01;4
0.02;0.09;0.32;0.99;3.93;4
0.02;0.09;0.31;0.78;2.68;4
0.04;0.12;0.56;2.08;5.97;4
0.04;0.1;0.29;1.08;4.18;4
0.04;0.15;0.55;1.33;3.5;4
0.04;0.08;0.32;1.23;3.57;4
0.05;0.16;0.46;1.1;3.06;4
0.03;0.14;0.49;1.42;4.99;4
0.01;0.08;0.37;1.33;4.61;4
0.02;0.09;0.44;1.75;7.33;4
0.03;0.15;0.47;1.83;7.67;4
0.0;0.04;0.45;1.75;7.43;4
0.02;0.1;0.47;1.71;4.22;4
0.03;0.06;0.26;0.91;3.76;4
0.01;0.08;0.43;1.68;5.94;4
0.03;0.13;0.5;2.1;5.89;4
0.02;0.05;0.27;0.78;2.68;4
0.08;0.18;0.43;1.4;4.76;4
0.0;0.04;0.35;1.8;7.43;4
0.01;0.1;0.35;1.28;4.58;4
0.03;0.13;0.43;1.75;7.03;4
0.05;0.12;0.5;1.61;4.55;4
0.02;0.11;0.56;2.17;6.48;4
0.04;0.08;0.33;1.11;4.0;4
0.0;0.08;0.54;1.79;5.53;4
0.04;0.12;0.41;1.0;3.04;4
0.02;0.14;0.51;1.67;5.3;4
0.08;0.17;0.56;2.11;6.87;4
0.04;0.12;0.48;1.7;6.24;4
0.03;0.1;0.46;1.46;5.36;4
0.02;0.13;0.53;1.94;7.62;4
0.02;0.13;0.47;1.78;5.12;4
0.02;0.11;0.48;1.73;7.8;4
0.03;0.11;0.48;2.22;5.98;4
0.02;0.12;0.57;2.2;6.77;4
0.03;0.08;0.38;2.11;6.18;4
0.02;0.05;0.42;1.77;6.78;4
0.07;0.19;0.51;2.03;6.75;4
0.0;0.12;0.5;1.17;3.09;4
0.02;0.1;0.31;1.08;4.04;4
0.05;0.19;0.49;1.39;3.52;4
0.04;0.13;0.52;1.72;5.2;4
0.02;0.18;0.62;2.15;7.22;4
0.01;0.06;0.44;1.91;5.58;4
0.02;0.14;0.6;2.07;6.1;4
0.01;0.11;0.45;1.1;3.12;4
0.05;0.19;0.58;1.37;3.62;4
0.02;0.1;0.49;1.7;6.18;4
0.03;0.11;0.48;1.52;5.47;4
0.0;0.07;0.29;1.87;6.95;4
0.02;0.11;0.38;1.88;6.98;4
0.04;0.17;0.49;1.37;4.86;4
0.05;0.15;0.58;2.01;7.55;4
0.02;0.08;0.29;0.92;2.67;4
0.02;0.08;0.37;1.35;3.67;4
0.04;0.1;0.25;0.99;3.94;4
0.08;0.15;0.46;1.77;5.77;4
0.03;0.14;0.37;1.35;3.96;4
0.03;0.12;0.39;1.43;4.47;4
0.02;0.09;0.53;1.97;5.71;4
0.04;0.14;0.6;2.12;6.82;4
0.02;0.09;0.46;1.83;6.31;4
0.02;0.13;0.48;1.69;5.62;4
0.02;0.12;0.45;1.74;6.56;4
0.04;0.13;0.35;0.81;2.54;4
0.05;0.12;0.4;1.82;7.09;4
0.02;0.17;0.58;1.95;5.37;4
0.03;0.09;0.42;1.55;5.25;4
0.04;0.14;0.38;1.71;7.46;4
0.02;0.12;0.38;1.83;7.68;4
0.02;0.11;0.38;1.74;6.93;4
0.07;0.13;0.44;1.68;5.68;4
0.06;0.16;0.45;1.43;4.9;4
0.05;0.12;0.42;1.65;7.14;4
0.03;0.18;0.45;1.59;4.78;4
0.02;0.14;0.47;1.8;6.96;4
0.04;0.15;0.34;1.07;4.18;4
0.03;0.17;0.63;2.05;6.3;4
0.02;0.09;0.31;0.96;3.92;4
0.07;0.18;0.5;1.75;4.78;4
0.01;0.08;0.41;1.38;4.07;4
0.04;0.12;0.55;1.63;4.04;4
0.04;0.15;0.48;1.49;3.83;4
0.02;0.12;0.47;1.71;6.45;4
0.06;0.12;0.51;2.22;6.42;4
0.03;0.12;0.47;1.67;7.62;4
0.0;0.12;0.48;1.81;6.13;4
0.05;0.17;0.46;1.22;3.42;4
0.02;0.08;0.35;1.82;6.11;4
0.03;0.15;0.54;2.03;7.43;4
0.01;0.16;0.5;2.13;6.29;4
0.07;0.18;0.56;2.1;7.23;4
0.02;0.06;0.47;1.86;6.43;4
0.02;0.11;0.44;1.74;6.39;4
0.02;0.09;0.48;1.4;3.76;4
0.06;0.15;0.61;2.22;7.32;4
0.02;0.07;0.41;1.69;7.64;4
0.06;0.14;0.51;1.92;6.71;4
0.03;0.13;0.42;1.64;7.02;4
0.05;0.15;0.39;1.22;4.56;4
0.04;0.11;0.33;0.69;2.44;4
0.01;0.05;0.23;1.01;3.88;4
0.03;0.18;0.6;2.03;6.21;4
0.02;0.08;0.44;1.85;5.6;4
0.08;0.19;0.67;1.97;5.25;4
0.05;0.11;0.43;1.82;7.54;4
0.03;0.11;0.37;1.39;4.25;4
0.01;0.11;0.48;1.64;7.48;4
0.04;0.11;0.55;1.89;7.18;4
0.07;0.15;0.51;1.54;5.0;4
0.0;0.09;0.41;1.75;6.24;4
0.0;0.11;0.6;1.87;4.52;4
0.01;0.1;0.45;1.73;5.8;4
0.03;0.1;0.47;1.72;6.72;4
0.06;0.15;0.5;1.22;4.46;4
0.04;0.1;0.52;2.17;6.83;4
0.03;0.15;0.54;1.48;3.68;4
0.02;0.1;0.4;1.76;6.06;4
0.01;0.09;0.51;2.01;5.35;4
0.01;0.14;0.5;1.72;6.26;4
0.06;0.16;0.52;1.99;7.6;4
0.02;0.1;0.54;2.11;6.4;4
0.05;0.14;0.44;2.01;6.16;4
0.03;0.11;0.41;1.72;7.61;4
0.02;0.07;0.49;1.97;7.33;4
0.02;0.13;0.47;1.95;4.92;4
0.02;0.12;0.57;2.09;7.35;4
0.04;0.1;0.36;1.79;7.37;4
0.05;0.16;0.51;2.06;7.77;4
0.02;0.14;0.6;2.01;7.26;4
0.06;0.17;0.48;1.98;6.54;4
0.04;0.11;0.49;2.08;6.95;4
0.04;0.16;0.51;1.67;4.59;4
0.02;0.12;0.58;1.98;5.37;4
0.04;0.2;0.5;1.39;4.87;4
0.04;0.15;0.45;1.04;3.0;4
0.03;0.17;0.51;1.85;6.43;4
0.04;0.1;0.37;1.51;4.79;4
0.07;0.14;0.52;2.0;7.74;4
0.05;0.18;0.52;1.55;5.16;4
0.02;0.09;0.45;1.72;7.75;4
0.03;0.19;0.54;1.65;3.94;4
0.0;0.07;0.29;1.31;3.73;4
0.04;0.1;0.43;1.29;3.62;4
0.06;0.19;0.7;1.98;5.36;4
0.04;0.11;0.42;2.08;6.19;4
0.01;0.03;0.18;0.96;3.86;4
0.07;0.18;0.56;2.1;6.95;4
0.03;0.12;0.43;2.21;6.73;4
0.05;0.15;0.54;2.17;6.6;4
0.02;0.1;0.31;1.14;3.87;4
0.03;0.15;0.47;1.57;5.31;4
0.0;0.1;0.4;1.39;3.76;4
0.05;0.11;0.52;1.91;6.42;4
0.01;0.06;0.29;0.99;3.98;4
0.02;0.11;0.47;1.32;4.76;4
0.02;0.1;0.4;2.03;6.35;4
0.02;0.12;0.45;1.68;7.24;4
0.02;0.1;0.52;2.05;6.38;4
0.04;0.16;0.36;1.1;4.2;4
0.05;0.13;0.44;1.69;5.59;4
0.04;0.13;0.53;1.63;4.03;4
0.01;0.14;0.6;2.18;6.8;4
0.03;0.16;0.52;1.59;4.44;4
0.1;0.19;0.51;1.38;4.75;4
0.03;0.1;0.46;1.97;4.97;4
0.04;0.11;0.48;2.01;7.08;4
0.01;0.12;0.4;1.75;7.49;4
0.04;0.12;0.55;1.88;5.44;4
0.03;0.08;0.44;1.46;5.24;4
0.05;0.12;0.35;1.35;3.47;4
0.03;0.07;0.61;2.02;7.12;4
0.04;0.17;0.56;1.91;7.4;4
0.03;0.12;0.51;2.08;6.08;4
0.03;0.07;0.34;1.83;6.32;4
0.04;0.09;0.5;1.74;5.58;4
0.03;0.16;0.4;1.82;5.62;4
0.03;0.11;0.48;2.1;5.43;4
0.04;0.09;0.33;1.01;3.99;4
0.01;0.08;0.43;1.85;5.83;4
0.04;0.14;0.6;2.04;6.57;4
0.02;0.1;0.3;1.21;3.6;4
0.03;0.11;0.4;1.13;4.3;4
0.03;0.12;0.36;1.75;7.65;4
0.01;0.08;0.42;1.81;4.93;4
0.02;0.07;0.49;1.67;5.34;4
0.06;0.16;0.54;1.71;6.79;4
0.03;0.15;0.47;1.87;7.77;4
0.02;0.07;0.21;0.79;2.22;4
0.03;0.15;0.48;2.0;7.39;4
0.02;0.1;0.45;1.68;7.45;4
0.04;0.15;0.56;1.69;4.85;4
0.0;0.12;0.33;1.04;3.37;4
0.04;0.1;0.42;1.69;5.18;4
0.02;0.11;0.43;1.92;7.62;4
0.01;0.14;0.48;2.16;6.24;4
0.01;0.06;0.47;2.01;7.22;4
0.02;0.17;0.56;2.1;7.5;4
0.02;0.11;0.48;1.96;5.23;4
0.05;0.13;0.35;0.83;2.79;4
0.02;0.13;0.44;1.04;3.16;4
0.02;0.08;0.33;1.04;3.14;4
0.03;0.12;0.33;1.88;7.8;4
0.06;0.14;0.45;1.29;3.54;4
0.06;0.1;0.53;2.06;5.3;4
0.04;0.1;0.47;1.93;6.65;4
0.05;0.1;0.63;2.07;6.1;4
0.05;0.14;0.42;0.92;2.8;4
0.02;0.14;0.45;1.72;5.4;4
0.01;0.15;0.51;1.55;5.22;4
